,name,city,state,rating,reviews,city_rank,fee,visit_length,tag
6465,Orem Owlz,Orem,Utah,4.5,2,7,No,2-3 hours,Arenas & Stadiums
6466,Lynn Woods,Lynn,Massachusetts,4.5,57,1,No,15 min,Forests
6467,Lynn Memorial Auditorium,Lynn,Massachusetts,4.5,53,2,No,15 min,Theaters
6468,Lynn Shore,Lynn,Massachusetts,4.5,40,3,No,15 min,Piers & Boardwalks
6469,Pine Grove Cemetery,Lynn,Massachusetts,4.5,14,4,No,15 min,Cemeteries
6470,Lynn Museum and Historical Society,Lynn,Massachusetts,4.5,18,5,No,15 min,History Museums
6471,"High Rock Park, Tower and Observatory",Lynn,Massachusetts,4.0,9,6,No,15 min,Observatories & Planetariums
6472,Grand Army Of The Republic Museum,Lynn,Massachusetts,5.0,4,7,No,15 min,Specialty Museums
6473,Red Rock Park,Lynn,Massachusetts,4.5,3,8,No,1-2 hours,Beaches
6474,The Lido,Lynn,Massachusetts,4.5,4,9,No,15 min,Bars & Clubs
6475,Boston Top Limo,Lynn,Massachusetts,5.0,1,10,No,15 min,Taxis & Shuttles
6476,Gannon Municipal Golf Course,Lynn,Massachusetts,5.0,1,11,No,2-3 hours,Golf Courses
6477,Celley's Pub,Lynn,Massachusetts,4.0,1,12,No,15 min,Bars & Clubs
6478,Aquasino,Lynn,Massachusetts,2.0,6,13,No,15 min,Water Parks
6479,Sundial Bridge,Redding,California,4.5,1011,1,No,15 min,Bridges
6480,Whiskeytown Lake,Redding,California,4.5,129,2,No,15 min,Bodies of Water
6481,Turtle Bay Exploration Park,Redding,California,4.5,322,3,No,15 min,Nature & Wildlife Areas
6482,Bethel Church,Redding,California,4.5,174,4,No,15 min,Churches & Cathedrals
6483,Sacramento River Trail,Redding,California,4.5,205,5,No,15 min,Hiking Trails
6484,Shasta State Historic Park,Redding,California,4.0,100,6,No,15 min,Ghost Towns
6485,Cascade Theatre,Redding,California,5.0,43,7,No,15 min,Theaters
6486,Sacramento River,Redding,California,4.5,65,8,No,15 min,Bodies of Water
6487,WaterWorks Park,Redding,California,3.5,100,9,No,15 min,Water Parks
6488,Lema Ranch,Redding,California,4.5,23,10,No,15 min,Ranches
6489,Win-River Casino,Redding,California,3.0,124,11,No,15 min,Casinos & Gambling
6490,Sacramento Rail Trail,Redding,California,4.5,30,12,No,15 min,Hiking Trails
6491,Clear Creek,Redding,California,4.5,31,13,No,15 min,Bodies of Water
6492,Caldwell Park,Redding,California,3.5,26,14,No,15 min,Nature & Parks
6493,McConnell Arboretum & Botanical Gardens,Redding,California,4.5,11,15,No,1-2 hours,Gardens
6494,Riverfront Playhouse,Redding,California,4.5,16,16,No,15 min,Theaters
6495,Fantasy Fountain,Redding,California,4.5,9,17,No,1-2 hours,Playgrounds
6496,Benton Dog Park,Redding,California,4.0,17,18,No,15 min,Nature & Parks
6497,Swasey Recreation Area,Redding,California,4.5,14,19,No,15 min,Hiking Trails
6498,Clover Creek Preserve Trail,Redding,California,5.0,4,20,No,15 min,Hiking Trails
6499,Redding Aquatic Center,Redding,California,5.0,4,21,No,1-2 hours,Water Parks
6500,Crosspointe Community Church,Redding,California,5.0,3,23,No,<1 hour,Churches & Cathedrals
6501,Old City Hall Arts Center,Redding,California,4.0,5,24,No,15 min,Theaters
6502,WILDCARD Brewing Company,Redding,California,4.5,3,25,No,2-3 hours,Breweries
6503,Armando's Gallery House,Redding,California,5.0,2,27,No,1-2 hours,Art Galleries
6504,Oregon Street Antique Mall,Redding,California,4.5,2,28,No,1-2 hours,Antique Stores
6505,Big League Dreams,Redding,California,4.0,4,29,No,1-2 hours,Sports Complexes
6506,New Testament Christian Church,Redding,California,5.0,1,30,No,15 min,Churches & Cathedrals
6507,Mirabeau Meadows Park,Spokane Valley,Washington,4.5,17,1,No,15 min,Nature & Parks
6508,Splash Down Waterpark,Spokane Valley,Washington,3.5,19,2,No,15 min,Water Parks
6509,The Nut Factory,Spokane Valley,Washington,3.5,9,3,No,15 min,Factory Outlets
6510,Spokane Valley Heritage Museum,Spokane Valley,Washington,4.0,3,5,No,1-2 hours,History Museums
6511,South Beach,Miami Beach,Florida,4.5,14273,1,No,1-2 hours,Beaches
6512,Miami Beach Boardwalk,Miami Beach,Florida,4.5,4957,2,No,15 min,Piers & Boardwalks
6513,South Pointe Park,Miami Beach,Florida,4.5,1985,3,No,15 min,Piers & Boardwalks
6514,Lincoln Road,Miami Beach,Florida,4.5,12239,4,No,2-3 hours,Historic Walking Areas
6515,Art Deco Historic District,Miami Beach,Florida,4.5,5138,5,No,1-2 hours,Architectural Buildings
6516,Holocaust Memorial,Miami Beach,Florida,4.5,2001,6,No,15 min,Monuments & Statues
6517,Ocean Drive,Miami Beach,Florida,4.5,8227,7,No,15 min,Points of Interest & Landmarks
6518,Collins Avenue,Miami Beach,Florida,4.5,3833,8,No,1-2 hours,Points of Interest & Landmarks
6519,Lummus Park Beach,Miami Beach,Florida,4.5,991,9,No,More than 3 hours,Beaches
6520,Bal Harbor Beach,Miami Beach,Florida,4.5,582,10,No,15 min,Beaches
6521,Jewish Museum of Florida - FIU,Miami Beach,Florida,4.5,422,11,No,15 min,History Museums
6522,Britto Central,Miami Beach,Florida,4.5,727,12,No,<1 hour,Art Galleries
6523,Surfside Beach,Miami Beach,Florida,4.5,363,13,No,15 min,Beaches
6524,The Wolfsonian - Florida International University,Miami Beach,Florida,4.5,495,14,No,15 min,Educational sites
6525,12th Street Beach,Miami Beach,Florida,4.5,264,15,No,15 min,Beaches
6526,Peter Lik's Gallery Miami Beach,Miami Beach,Florida,4.5,171,17,No,15 min,Art Galleries
6527,Miami Beach Botanical Garden,Miami Beach,Florida,4.0,586,18,No,15 min,Gardens
6528,Art Basel,Miami Beach,Florida,4.5,189,21,No,More than 3 hours,Art Galleries
6529,MDPL Art Deco Welcome Center,Miami Beach,Florida,4.5,283,23,No,15 min,Visitor Centers
6530,Miami Beach Marina,Miami Beach,Florida,4.5,95,25,No,<1 hour,Marinas
6531,Fisher Island,Miami Beach,Florida,4.5,320,26,No,15 min,Islands
6532,New World Symphony,Miami Beach,Florida,4.5,240,28,No,15 min,Symphonies
6533,Flamingo Park,Miami Beach,Florida,4.5,270,29,No,15 min,Nature & Parks
6534,Helen's Garden,League City,Texas,4.5,24,1,No,1-2 hours,Gardens
6535,Walter Hall Park,League City,Texas,4.5,14,2,No,2-3 hours,Nature & Wildlife Areas
6536,Nana's Attic,League City,Texas,5.0,14,3,No,<1 hour,Gift & Specialty Shops
6537,Bacchus Wine Bar,League City,Texas,4.5,15,4,No,15 min,Bars & Clubs
6538,Butler Longhorn Museum,League City,Texas,5.0,10,5,No,1-2 hours,Art Galleries
6539,Mommie Chic And Me,League City,Texas,5.0,10,6,No,15 min,Gift & Specialty Shops
6540,West Bay Common School Museum,League City,Texas,4.5,6,7,No,15 min,Specialty Museums
6541,Countryside Park,League City,Texas,4.0,10,8,No,15 min,Nature & Parks
6542,Natural Living,League City,Texas,5.0,4,9,No,1-2 hours,Gift & Specialty Shops
6543,Ilovekickboxing,League City,Texas,5.0,3,10,No,15 min,Health/Fitness Clubs & Gyms
6544,Dr. Ned & Fay Dudney Nature Center,League City,Texas,4.0,5,11,No,2-3 hours,Nature & Wildlife Areas
6545,Space City Rock Climbing,League City,Texas,4.0,2,12,No,15 min,Climbing Tours
6546,Healing Flow,League City,Texas,5.0,1,13,No,1-2 hours,Spas & Wellness
6547,Massachusetts Street,Lawrence,Kansas,4.5,363,1,No,15 min,Points of Interest & Landmarks
6548,University of Kansas,Lawrence,Kansas,4.5,70,3,No,15 min,Universities & Schools
6549,Booth Family Hall of Athletics,Lawrence,Kansas,5.0,76,4,No,15 min,Specialty Museums
6550,Biodiversity Institute & Natural History Museum,Lawrence,Kansas,4.5,80,5,No,15 min,Natural History Museums
6551,Lawrence Public Library,Lawrence,Kansas,5.0,33,6,No,1-2 hours,Libraries
6552,Robert J. Dole Institute of Politics,Lawrence,Kansas,4.5,42,7,No,15 min,Specialty Museums
6553,Spencer Museum of Art,Lawrence,Kansas,4.5,46,8,No,15 min,Art Museums
6554,Lawrence Visitor Center,Lawrence,Kansas,4.5,38,9,No,15 min,Visitor Centers
6555,Clinton State Park,Lawrence,Kansas,4.0,42,10,No,15 min,State Parks
6556,Lied Center Lobby,Lawrence,Kansas,4.5,19,11,No,15 min,Points of Interest & Landmarks
6557,Watkins Museum of History,Lawrence,Kansas,4.5,19,12,No,<1 hour,History Museums
6558,Prairie Park Nature Center,Lawrence,Kansas,4.5,23,13,No,15 min,Visitor Centers
6559,Indoor Aquatic Center,Lawrence,Kansas,4.0,15,14,No,15 min,Water Parks
6560,Old West Lawrence,Lawrence,Kansas,4.5,15,15,No,15 min,Historic Sites
6561,Lawrence Outdoor Aquatic Center,Lawrence,Kansas,4.0,10,16,No,15 min,Water Parks
6562,South Park,Lawrence,Kansas,4.0,8,17,No,15 min,Playgrounds
6563,Phoenix Gallery,Lawrence,Kansas,4.0,8,18,No,<1 hour,Art Galleries
6564,Theatre Lawrence,Lawrence,Kansas,4.5,7,19,No,15 min,Theaters
6565,Potter Lake,Lawrence,Kansas,5.0,5,20,No,15 min,Bodies of Water
6566,Iwig Dairy Store,Lawrence,Kansas,5.0,5,22,No,<1 hour,Other Food & Drink
6567,Washington Creek Lavender,Lawrence,Kansas,5.0,5,23,No,15 min,Other Ranches & Farms
6568,Freedom's Frontier National Heritage Area,Lawrence,Kansas,4.0,5,24,No,<1 hour,History Museums
6569,Dyche Hall,Lawrence,Kansas,4.5,6,25,No,15 min,Natural History Museums
6570,DeBruce Center,Lawrence,Kansas,4.5,4,26,No,1-2 hours,Points of Interest & Landmarks
6571,South Park Wading Pool,Lawrence,Kansas,4.0,8,27,No,15 min,Water Parks
6572,Grinter Farms,Lawrence,Kansas,4.5,3,28,No,<1 hour,Farms
6573,Rock Chalk Park,Lawrence,Kansas,4.5,3,30,No,15 min,Arenas & Stadiums
6574,Santa Barbara County Courthouse,Santa Barbara,California,4.5,2101,1,No,15 min,Observation Decks & Towers
6575,Old Mission Santa Barbara,Santa Barbara,California,4.5,1967,2,No,15 min,Historic Sites
6576,Santa Barbara Zoo,Santa Barbara,California,4.5,1050,3,No,15 min,Outdoor Activities
6577,Shoreline Park,Santa Barbara,California,4.5,412,4,No,15 min,Nature & Parks
6578,State Street,Santa Barbara,California,4.5,2019,5,No,15 min,Historic Walking Areas
6579,Santa Barbara Waterfront,Santa Barbara,California,4.5,600,6,No,15 min,Piers & Boardwalks
6580,Cold Spring Tavern,Santa Barbara,California,4.5,361,8,No,15 min,Mountains
6581,Stearns Wharf,Santa Barbara,California,4.0,1219,9,No,15 min,Piers & Boardwalks
6582,Moreton Bay Fig Tree,Santa Barbara,California,4.5,258,11,No,15 min,Points of Interest & Landmarks
6583,Santa Barbara Scenic Drive,Santa Barbara,California,4.5,286,12,No,15 min,Scenic Drives
6584,Santa Barbara Museum of Natural History,Santa Barbara,California,4.5,231,13,No,15 min,Natural History Museums
6585,Cabrillo Bike Path,Santa Barbara,California,4.5,186,14,No,15 min,Hiking Trails
6586,Santa Barbara Botanic Garden,Santa Barbara,California,4.0,483,15,No,15 min,Gardens
6587,Arroyo Burro County Beach Park,Santa Barbara,California,4.5,260,16,No,15 min,Beaches
6588,Santa Barbara Museum of Art,Santa Barbara,California,4.5,319,18,No,15 min,Art Museums
6589,Reagan Ranch Center,Santa Barbara,California,4.5,198,19,No,15 min,Specialty Museums
6590,Chaucer's Bookstore,Santa Barbara,California,5.0,51,20,No,2-3 hours,Points of Interest & Landmarks
6591,Casa del Herrero,Santa Barbara,California,4.5,141,21,No,15 min,Historic Sites
6592,Santa Barbara Maritime Museum,Santa Barbara,California,4.5,168,22,No,15 min,Military Museums
6593,Santa Barbara Visitor Center,Santa Barbara,California,4.5,92,23,No,15 min,Visitor Centers
6594,Santa Barbara Museum of Natural History Sea Center,Santa Barbara,California,4.0,117,29,No,15 min,Natural History Museums
6595,East Beach,Santa Barbara,California,4.5,49,30,No,15 min,Beaches
6596,RioTinto Stadium,Sandy,Utah,4.5,99,1,No,15 min,Arenas & Stadiums
6597,Storm Mountain Park,Sandy,Utah,4.5,8,2,No,15 min,Sports Complexes
6598,Mount Olympus,Sandy,Utah,4.5,6,3,No,More than 3 hours,Mountains
6599,Sandy City Dog Park,Sandy,Utah,3.5,15,4,No,15 min,Nature & Parks
6600,Bells Canyon Trail,Sandy,Utah,4.5,6,5,No,More than 3 hours,Hiking Trails
6601,Farnsworth Farms,Sandy,Utah,4.5,4,6,No,1-2 hours,Farms
6602,The Shops at South Town,Sandy,Utah,3.5,4,7,No,2-3 hours,Shopping Malls
6603,Classic Fun Center,Sandy,Utah,4.0,4,8,No,More than 3 hours,Water Parks
6604,Alta Canyon Sports Center,Sandy,Utah,5.0,1,10,No,1-2 hours,Sports Complexes
6605,Eastridge Park,Sandy,Utah,3.0,2,11,No,15 min,Nature & Parks
6606,Sawgrass Mills,Sunrise,Florida,4.5,6982,1,No,2-3 hours,Shopping Malls
6607,BB&T Center,Sunrise,Florida,4.0,419,2,No,15 min,Arenas & Stadiums
6608,Markham Park,Sunrise,Florida,4.5,148,3,No,15 min,Nature & Parks
6609,BankAtlantic Center,Sunrise,Florida,4.0,109,4,No,15 min,Arenas & Stadiums
6610,VF Outlet,Sunrise,Florida,4.0,27,5,No,15 min,Factory Outlets
6611,Welleby Park,Sunrise,Florida,4.5,11,6,No,1-2 hours,Playgrounds
6612,Fox Observatory,Sunrise,Florida,5.0,5,8,No,1-2 hours,Observatories & Planetariums
6613,Sunrise Tennis Club Park,Sunrise,Florida,5.0,3,9,No,15 min,Sports Complexes
6614,Soccer Fever,Sunrise,Florida,4.0,1,12,No,2-3 hours,Sports Complexes
6615,Ocmulgee National Monument,Macon,Georgia,4.5,394,1,No,15 min,Historic Sites
6616,Hay House,Macon,Georgia,4.5,208,2,No,15 min,Historic Sites
6617,The Allman Brothers Band Museum at the Big House,Macon,Georgia,5.0,210,3,No,15 min,Specialty Museums
6618,St. Joseph's Catholic Church,Macon,Georgia,5.0,118,4,No,15 min,Sacred & Religious Sites
6619,Rose Hill Cemetery,Macon,Georgia,4.5,142,5,No,15 min,Cemeteries
6620,Grand Opera House,Macon,Georgia,4.5,70,6,No,15 min,Points of Interest & Landmarks
6621,Amerson River Park,Macon,Georgia,5.0,39,7,No,2-3 hours,Nature & Parks
6622,Museum of Arts and Sciences,Macon,Georgia,4.0,80,8,No,15 min,Natural History Museums
6623,Cannonball House,Macon,Georgia,4.5,52,9,No,15 min,Historic Sites
6624,Macon Visitors Information Center,Macon,Georgia,5.0,26,10,No,15 min,Visitor Centers
6625,Tubman African American Museum,Macon,Georgia,4.5,40,11,No,15 min,History Museums
6626,The Shoppes at River Crossing,Macon,Georgia,4.5,31,12,No,15 min,Shopping Malls
6627,Riverside Cemetery,Macon,Georgia,4.5,28,13,No,15 min,Cemeteries
6628,Ocmulgee Heritage Trail,Macon,Georgia,4.0,36,14,No,15 min,Hiking Trails
6629,Macon Centreplex Auitorium,Macon,Georgia,4.0,43,15,No,15 min,Conference & Convention Centers
6630,Georgia Sports Hall of Fame,Macon,Georgia,4.5,26,16,No,15 min,Specialty Museums
6631,Tyler's Place Dog Park,Macon,Georgia,4.5,14,17,No,15 min,Nature & Parks
6632,Fort Hawkins,Macon,Georgia,4.0,20,18,No,<1 hour,Points of Interest & Landmarks
6633,Sidney Lanier Cottage,Macon,Georgia,4.5,18,19,No,15 min,Historic Sites
6634,Macon Convention Center,Macon,Georgia,4.0,16,20,No,15 min,Conference & Convention Centers
6635,Tubman Museum,Macon,Georgia,3.5,17,21,No,15 min,History Museums
6636,Tattnall Square Park,Macon,Georgia,4.0,7,22,No,2-3 hours,Nature & Parks
6637,Smileys Flea Market,Macon,Georgia,4.0,9,23,No,2-3 hours,Flea & Street Markets
6638,Luther Williams Ball Park,Macon,Georgia,5.0,5,24,No,15 min,Arenas & Stadiums
6639,Lake Tobesofkee Duck Ponds,Macon,Georgia,5.0,2,25,No,1-2 hours,Bodies of Water
6640,Cox Capitol Theatre,Macon,Georgia,5.0,1,26,No,2-3 hours,Theaters
6641,Payne Mill Village Antique Mall,Macon,Georgia,5.0,1,27,No,2-3 hours,Antique Stores
6642,Charmichael House,Macon,Georgia,4.0,1,28,No,15 min,Historic Sites
6643,JCPenney,Macon,Georgia,3.5,2,29,No,2-3 hours,Shopping Malls
6644,Left Hand Brewing Company,Longmont,Colorado,4.5,218,1,No,15 min,Breweries
6645,Longmont Museum & Cultural Center,Longmont,Colorado,4.5,81,2,No,15 min,Specialty Museums
6646,Rabbit Mountain,Longmont,Colorado,4.5,53,3,No,2-3 hours,Nature & Wildlife Areas
6647,Longmont Farmers' Market,Longmont,Colorado,4.5,51,4,No,15 min,Flea & Street Markets
6648,St. Vrain State Park,Longmont,Colorado,4.0,35,5,No,15 min,State Parks
6649,Wibby Brewing,Longmont,Colorado,4.5,18,6,No,2-3 hours,Breweries
6650,Dougherty Museum,Longmont,Colorado,4.5,16,7,No,15 min,Specialty Museums
6651,Union Reservoir Park,Longmont,Colorado,4.0,16,8,No,2-3 hours,Nature & Wildlife Areas
6652,Sunflower Farm,Longmont,Colorado,4.5,13,9,No,15 min,Farms
6653,300 Suns Brewing,Longmont,Colorado,4.0,14,10,No,1-2 hours,Breweries
6654,Tables To Teacups Indoor Flea Market,Longmont,Colorado,3.5,10,12,No,15 min,Flea & Street Markets
6655,D'Barn Reception Hall,Longmont,Colorado,4.5,3,14,No,<1 hour,Historic Sites
6656,Firehouse Art Center,Longmont,Colorado,5.0,1,17,No,15 min,Art Galleries
6657,Black Canyon Distillery,Longmont,Colorado,5.0,1,18,No,15 min,Distilleries
6658,The Colorado Actors Theatre,Longmont,Colorado,5.0,1,19,No,15 min,Theaters
6659,Haystack Mountain Goat Dairy,Longmont,Colorado,3.5,3,20,No,15 min,Other Food & Drink
6660,Tesouro Distillery,Longmont,Colorado,4.0,1,21,No,<1 hour,Distilleries
6661,Gumbo Limbo Nature Center,Boca Raton,Florida,4.5,1164,1,No,15 min,Nature & Wildlife Areas
6662,Sugar Sand Park,Boca Raton,Florida,4.5,577,2,No,15 min,Nature & Parks
6663,Mizner Park,Boca Raton,Florida,4.5,1209,3,No,15 min,Shopping Malls
6664,Town Center at Boca Raton,Boca Raton,Florida,4.5,328,4,No,2-3 hours,Shopping Malls
6665,Red Reef Park,Boca Raton,Florida,4.5,349,5,No,15 min,Beaches
6666,Boca Raton Museum of Art,Boca Raton,Florida,4.0,269,6,No,15 min,Art Museums
6667,Spanish River Park,Boca Raton,Florida,4.5,126,7,No,15 min,Nature & Parks
6668,The Wick Theatre & Costume Museum,Boca Raton,Florida,4.5,96,9,No,15 min,Theaters
6669,South Inlet Park Beach,Boca Raton,Florida,4.5,112,10,No,15 min,Beaches
6670,FAU Stadium,Boca Raton,Florida,4.5,98,11,No,15 min,Arenas & Stadiums
6671,Children's Science Explorium,Boca Raton,Florida,4.5,60,12,No,15 min,Children's Museums
6672,Coconut Cove Waterpark,Boca Raton,Florida,4.0,89,14,No,15 min,Water Parks
6673,Daggerwing Nature Center,Boca Raton,Florida,4.0,64,15,No,15 min,Nature & Wildlife Areas
6674,Mizner Park Cultural Arts Center,Boca Raton,Florida,4.5,37,16,No,15 min,Educational sites
6675,Boca Raton Beaches,Boca Raton,Florida,4.5,22,17,No,15 min,Beaches
6676,Monkey Joe's,Boca Raton,Florida,4.0,42,20,No,15 min,Playgrounds
6677,Boca Raton Historical Society & Museum,Boca Raton,Florida,4.0,34,21,No,15 min,Specialty Museums
6678,The Children's Museum of Boca Raton,Boca Raton,Florida,3.5,46,23,No,15 min,Children's Museums
6679,Yamato Scrub Natural Area,Boca Raton,Florida,4.0,26,24,No,15 min,Nature & Wildlife Areas
6680,James A. Rutherford Park,Boca Raton,Florida,4.0,21,25,No,15 min,Nature & Parks
6681,Sports Immortals Museum,Boca Raton,Florida,4.0,20,27,No,15 min,Specialty Museums
6682,South Beach Park,Boca Raton,Florida,4.5,12,28,No,15 min,Beaches
6683,Burt Aaronson South County Regional Park,Boca Raton,Florida,5.0,8,29,No,2-3 hours,Nature & Wildlife Areas
6684,Pondhawk Natural Area,Boca Raton,Florida,5.0,8,30,No,<1 hour,Nature & Wildlife Areas
6685,Double Peak Park,San Marcos,California,4.5,72,1,No,15 min,Nature & Parks
6686,St. Mark Golf Club,San Marcos,California,4.0,26,2,No,15 min,Golf Courses
6687,Discovery Lake,San Marcos,California,4.5,12,3,No,1-2 hours,Bodies of Water
6688,Rip Current Brewing,San Marcos,California,4.5,13,4,No,15 min,Breweries
6689,Mighty Awesome Escape Rooms,San Marcos,California,5.0,6,5,No,1-2 hours,Room Escape Games
6690,Twin Oaks Golf Course,San Marcos,California,4.0,19,6,No,15 min,Golf Courses
6691,Lake San Marcos Executive Course,San Marcos,California,4.5,8,7,No,15 min,Golf Courses
6692,Dos Desperados Brewery,San Marcos,California,4.0,8,8,No,<1 hour,Bars & Clubs
6693,Jack's Pond Park & Nature Center,San Marcos,California,4.5,3,9,No,1-2 hours,Playgrounds
6694,Invasion Laser Tag,San Marcos,California,4.5,2,10,No,2-3 hours,Game & Entertainment Centers
6695,Champa Thai Massage,San Marcos,California,5.0,1,11,No,1-2 hours,Spas & Wellness
6696,Kuracali Sake & Beer Brewery,San Marcos,California,5.0,1,12,No,1-2 hours,Breweries
6697,East Carolina University,Greenville,North Carolina,4.5,106,1,No,15 min,Points of Interest & Landmarks
6698,River Park North,Greenville,North Carolina,4.5,43,2,No,15 min,Nature & Parks
6699,Greenville Convention Center,Greenville,North Carolina,4.0,48,3,No,15 min,Conference & Convention Centers
6700,Greenville Mall,Greenville,North Carolina,3.5,17,4,No,15 min,Shopping Malls
6701,Bagwell Field at Dowdy-Ficklen Stadium,Greenville,North Carolina,4.0,2,5,No,More than 3 hours,Sports Complexes
6702,Alice F. Keene Park,Greenville,North Carolina,5.0,1,6,No,15 min,Nature & Parks
6703,Keene Park,Greenville,North Carolina,5.0,1,7,No,15 min,Playgrounds
6704,Elm Street Park,Greenville,North Carolina,5.0,1,8,No,15 min,Sports Complexes
6705,West Meadowbrook Park,Greenville,North Carolina,4.0,2,9,No,15 min,Hiking Trails
6706,The Venue,Greenville,North Carolina,4.0,1,10,No,15 min,Antique Stores
6707,Dickinson Avenue Antique Market,Greenville,North Carolina,2.0,1,24,No,15 min,Antique Stores
6708,Genesee Theatre,Waukegan,Illinois,4.5,168,1,No,15 min,Historic Sites
6709,The People's Choice Family Fun Center,Waukegan,Illinois,4.0,21,2,No,15 min,Theme Parks
6710,Waukegan Municipal Beach,Waukegan,Illinois,4.5,9,3,No,2-3 hours,Beaches
6711,ZumBier,Waukegan,Illinois,4.5,5,4,No,1-2 hours,Breweries
6712,Bowen Park,Waukegan,Illinois,5.0,3,5,No,1-2 hours,Nature & Parks
6713,Three Brothers Theater,Waukegan,Illinois,5.0,1,7,No,1-2 hours,Theaters
6714,Lizzie Borden House,Fall River,Massachusetts,4.5,395,1,No,15 min,Historic Sites
6715,Battleship Cove,Fall River,Massachusetts,4.5,436,2,No,15 min,Specialty Museums
6716,Oak Grove Cemetery,Fall River,Massachusetts,4.5,72,3,No,15 min,Cemeteries
6717,USS Massachusetts (Big Mamie),Fall River,Massachusetts,4.5,76,4,No,15 min,Ships
6718,Fall River Historical Society,Fall River,Massachusetts,4.5,60,5,No,15 min,History Museums
6719,Narrows Center for the Arts,Fall River,Massachusetts,5.0,47,6,No,15 min,Theaters
6720,Children's Museum of Greater Fall River,Fall River,Massachusetts,4.0,18,7,No,15 min,Specialty Museums
6721,Maplecroft,Fall River,Massachusetts,4.0,15,8,No,15 min,Historic Sites
6722,Marine Museum,Fall River,Massachusetts,4.0,14,9,No,15 min,History Museums
6723,Lafayette Durfee House,Fall River,Massachusetts,5.0,9,10,No,<1 hour,History Museums
6724,Old Colony & Fall River Railroad Museum,Fall River,Massachusetts,4.5,9,11,No,15 min,Specialty Museums
6725,International Culinary Institute,Fall River,Massachusetts,4.0,5,12,No,15 min,Educational sites
6726,Copicut Woods,Fall River,Massachusetts,4.0,6,13,No,15 min,Forests
6727,"Charles Braga, Jr. Bridge",Fall River,Massachusetts,5.0,2,14,No,15 min,Bridges
6728,The Little Theatre of Fall River,Fall River,Massachusetts,4.5,3,15,No,15 min,Theaters
6729,Kennedy Park Inclusion Playground,Fall River,Massachusetts,5.0,2,16,No,1-2 hours,Playgrounds
6730,Dighton Rock State Park,Fall River,Massachusetts,4.0,3,18,No,15 min,State Parks
6731,Children's Aquarium and Exploration Center of GFR,Fall River,Massachusetts,5.0,1,19,No,1-2 hours,Zoos & Aquariums
6732,Bidwell Park,Chico,California,5.0,360,1,No,15 min,Nature & Parks
6733,Sierra Nevada Brewing Company,Chico,California,4.5,274,2,No,15 min,Breweries
6734,Chico Certified Farmer's Market,Chico,California,5.0,70,3,No,1-2 hours,Farmers Markets
6735,Bidwell Mansion,Chico,California,4.5,129,4,No,15 min,Historic Sites
6736,Honey Run Covered Bridge,Chico,California,4.5,74,5,No,<1 hour,Bridges
6737,The Pageant Theatre,Chico,California,4.5,44,6,No,15 min,Other
6738,Gateway Science Museum,Chico,California,4.5,29,7,No,15 min,Specialty Museums
6739,Eighth & Main Antique Center,Chico,California,4.5,14,8,No,15 min,Antique Stores
6740,Silverdollar Speedway,Chico,California,4.5,20,9,No,15 min,Auto Race Tracks
6741,Chico Museum,Chico,California,4.5,8,10,No,1-2 hours,Specialty Museums
6742,Butte Creek Ecological Preserve,Chico,California,4.0,10,11,No,15 min,Forests
6743,Chico Air Museum,Chico,California,4.5,6,12,No,1-2 hours,Specialty Museums
6744,20th Street Community Park,Chico,California,4.5,3,14,No,15 min,Nature & Parks
6745,Bidwell-Sacramento River State Park,Chico,California,5.0,2,15,No,<1 hour,Nature & Wildlife Areas
6746,Chico Theater Company,Chico,California,4.5,2,16,No,2-3 hours,Theaters
6747,1078 Gallery,Chico,California,4.5,2,17,No,1-2 hours,Art Galleries
6748,Horseshoe Lake,Chico,California,4.0,2,18,No,15 min,Bodies of Water
6749,Orient and Flume,Chico,California,5.0,1,19,No,1-2 hours,Art Galleries
6750,Sycamore Pool,Chico,California,5.0,1,20,No,1-2 hours,Sports Complexes
6751,Newton Cemetery,Newton,Massachusetts,4.5,16,1,No,1-2 hours,Cemeteries
6752,McMullen Museum,Newton,Massachusetts,4.5,16,2,No,1-2 hours,Art Museums
6753,Hammond Pond Reservation,Newton,Massachusetts,3.5,28,3,No,15 min,Geologic Formations
6754,Jackson Homestead and Museum,Newton,Massachusetts,4.0,15,4,No,15 min,History Museums
6755,Andover Newton Theological School,Newton,Massachusetts,4.0,11,5,No,No,Educational sites
6756,Alumni Stadium,Newton,Massachusetts,3.5,18,6,No,15 min,Arenas & Stadiums
6757,Hemlock Gorge Reservation,Newton,Massachusetts,4.5,5,7,No,2-3 hours,Hiking Trails
6758,Mary Baker Eddy Historic House,Newton,Massachusetts,4.0,9,8,No,1-2 hours,Specialty Museums
6759,Durant-Kenrick House & Grounds,Newton,Massachusetts,4.5,7,9,No,1-2 hours,Specialty Museums
6760,Longyear Museum,Newton,Massachusetts,4.5,3,10,No,1-2 hours,Specialty Museums
6761,John J. Burns Library,Newton,Massachusetts,5.0,2,11,No,15 min,Libraries
6762,Webster Conservation Area,Newton,Massachusetts,4.0,4,13,No,1-2 hours,Hiking Trails
6763,Marcia & Bea Antiques,Newton,Massachusetts,5.0,1,14,No,15 min,Antique Stores
6764,Black Sheep Bike Rental,San Leandro,California,5.0,139,1,No,More than 3 hours,Gear Rentals
6765,Marina Park,San Leandro,California,4.5,51,2,No,15 min,Nature & Parks
