,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url
4338,,Feature,2016 - Bike Week,Daytona Beach,Florida,-81.008721,29.2266592502,10,http://mw2.google.com/mw-panoramio/photos/small/4440757.jpg
4339,1-2 hours,Feature,The Ocean Deck,Daytona Beach,Florida,-81.0056017038,29.2244510032,11,http://mw2.google.com/mw-panoramio/photos/small/53712891.jpg
4340,,Feature,Embry-Riddle,Daytona Beach,Florida,-81.0502849219,29.1876036735,12,http://mw2.google.com/mw-panoramio/photos/small/629304.jpg
4341,,Feature,Biketoberfest,Daytona Beach,Florida,-81.0080559167,29.2267689728,13,https://farm5.staticflickr.com/4145/5088342796_3befc1d737_q.jpg
4342,,Feature,Snowbirds,Daytona Beach,Florida,-81.0079662222,29.2299395435,14,
4343,,Feature,2013 Turkey Run,Daytona Beach,Florida,-81.0694836707,29.1872733311,15,https://farm3.staticflickr.com/2656/4141719943_fcd2608976_q.jpg
4344,,Feature,2013 Daytona Rolex 24 Hours,Daytona Beach,Florida,-81.0704171687,29.1861091316,16,http://mw2.google.com/mw-panoramio/photos/small/85603697.jpg
4345,2.5 hours,Feature,Union Terminal,Hamilton,Ohio,-84.5367460766,39.1099511604,1,http://mw2.google.com/mw-panoramio/photos/small/34272201.jpg
4346,,Feature,Great American Ballpark,Hamilton,Ohio,-84.5073252477,39.0975814292,2,http://mw2.google.com/mw-panoramio/photos/small/94170191.jpg
4347,,Feature,Roebling Bridge,Hamilton,Ohio,-84.5093170438,39.0909008877,3,http://mw2.google.com/mw-panoramio/photos/small/47085487.jpg
4348,,Feature,Fountain Square,Hamilton,Ohio,-84.5124757443,39.1016099792,4,http://mw2.google.com/mw-panoramio/photos/small/11861014.jpg
4349,,Feature,Purple People Bridge,Hamilton,Ohio,-84.4978589171,39.0982982574,5,http://mw2.google.com/mw-panoramio/photos/small/2252966.jpg
4350,3 hours,Feature,Cincinnati Zoo,Hamilton,Ohio,-84.5085635134,39.1445124893,6,http://mw2.google.com/mw-panoramio/photos/small/32864001.jpg
4351,,Feature,Over-the-Rhine,Hamilton,Ohio,-84.5151832565,39.10985229,7,http://mw2.google.com/mw-panoramio/photos/small/69788823.jpg
4352,,Feature,University of Cincinnati,Hamilton,Ohio,-84.5173766155,39.1317014541,8,http://mw2.google.com/mw-panoramio/photos/small/46143309.jpg
4353,,Feature,Mount Adams,Hamilton,Ohio,-84.4979845937,39.1077469367,9,http://mw2.google.com/mw-panoramio/photos/small/676237.jpg
4354,,Feature,Tyler Davidson Fountain,Hamilton,Ohio,-84.5125190962,39.1015343848,10,http://mw2.google.com/mw-panoramio/photos/small/330097.jpg
4355,,Feature,Paul Brown Stadium,Hamilton,Ohio,-84.51609215,39.0956845062,11,http://mw2.google.com/mw-panoramio/photos/small/57884361.jpg
4356,1-2.5 hours,Feature,Carew Tower,Hamilton,Ohio,-84.5132836386,39.1007903804,12,http://mw2.google.com/mw-panoramio/photos/small/55286830.jpg
4357,,Feature,Newport,Hamilton,Ohio,-84.4973335467,39.0950905576,13,http://mw2.google.com/mw-panoramio/photos/small/101099380.jpg
4358,,Feature,John A. Roebling Suspension Bridge,Hamilton,Ohio,-84.509173,39.0910870801,14,http://mw2.google.com/mw-panoramio/photos/small/106036646.jpg
4359,2.5 hours,Feature,Newport Aquarium,Hamilton,Ohio,-84.4973921128,39.0946851501,15,http://mw2.google.com/mw-panoramio/photos/small/75062251.jpg
4360,,Feature,Cincinnati,Hamilton,Ohio,-84.5266056595,39.0823637171,16,http://mw2.google.com/mw-panoramio/photos/small/85701846.jpg
4361,,Feature,Great American Tower,Hamilton,Ohio,-84.5072052125,39.0997199164,17,http://mw2.google.com/mw-panoramio/photos/small/55807510.jpg
4362,1.5 hours,Feature,Devou Park,Hamilton,Ohio,-84.5264581765,39.082331971,18,http://mw2.google.com/mw-panoramio/photos/small/101745886.jpg
4363,1-3 hours,Feature,Newport on the Levee,Hamilton,Ohio,-84.4969922831,39.0948522201,19,http://mw2.google.com/mw-panoramio/photos/small/55286822.jpg
4364,,Feature,PNC Tower,Hamilton,Ohio,-84.5133424444,39.0997990026,20,http://mw2.google.com/mw-panoramio/photos/small/18087368.jpg
4365,,Feature,Big Mac Bridge,Hamilton,Ohio,-84.4944128889,39.0999028396,21,http://mw2.google.com/mw-panoramio/photos/small/62877778.jpg
4366,,Feature,Waltham,Waltham,Massachusetts,-71.2364197385,42.3746920495,1,http://mw2.google.com/mw-panoramio/photos/small/46902873.jpg
4367,,Feature,Waltham Watch Factory,Waltham,Massachusetts,-71.2436857917,42.3671720873,2,http://mw2.google.com/mw-panoramio/photos/small/23290751.jpg
4368,1 hour,Feature,Coon Rapids Dam,Coon Rapids,Minnesota,-93.3127801875,45.1426737922,1,http://mw2.google.com/mw-panoramio/photos/small/11470230.jpg
4369,1-2 hours,Feature,Jellyfish,Council Bluffs,Iowa,-95.9275147273,41.2256639103,1,https://farm2.staticflickr.com/1598/25020828434_9632418054_q.jpg
4370,1.5 hours,Feature,Omaha Zoo,Council Bluffs,Iowa,-95.927041636,41.225180448,2,http://mw2.google.com/mw-panoramio/photos/small/62212817.jpg
4371,1 hour,Feature,Heartland of America Park,Council Bluffs,Iowa,-95.9243475659,41.2565406905,3,http://mw2.google.com/mw-panoramio/photos/small/65925232.jpg
4372,,Feature,Omaha,Council Bluffs,Iowa,-95.9274110189,41.2257901656,4,http://mw2.google.com/mw-panoramio/photos/small/10566140.jpg
4373,3 hours,Feature,Aquarium,Council Bluffs,Iowa,-95.9272528417,41.2254972858,5,http://mw2.google.com/mw-panoramio/photos/small/48826895.jpg
4374,,Feature,Parrot,Council Bluffs,Iowa,-95.92711155,41.2254203533,6,
4375,,Feature,Penguins,Council Bluffs,Iowa,-95.9278676,41.2251254042,7,
4376,,Feature,Desert Dome,Council Bluffs,Iowa,-95.9277221111,41.225376778,8,http://mw2.google.com/mw-panoramio/photos/small/96269363.jpg
4377,,Feature,Shark,Council Bluffs,Iowa,-95.9268923889,41.2255225861,9,https://farm2.staticflickr.com/1514/25020734984_ca947c28e2_q.jpg
4378,,Feature,Polar Bear,Council Bluffs,Iowa,-95.9276350556,41.2266148961,10,
4379,,Feature,Bob Kerrey Pedestrian Bridge,Council Bluffs,Iowa,-95.9236693889,41.2654818335,11,http://mw2.google.com/mw-panoramio/photos/small/31890837.jpg
4380,,Feature,Sun Bear,Council Bluffs,Iowa,-95.9273161667,41.2266931301,12,
4381,,Feature,Fish,Council Bluffs,Iowa,-95.9269102083,41.2252778787,13,
4382,1 hour,Feature,Kenefick Park,Council Bluffs,Iowa,-95.9177913996,41.232146967,14,http://mw2.google.com/mw-panoramio/photos/small/77419303.jpg
4383,,Feature,Giraffe,Council Bluffs,Iowa,-95.9272200238,41.2249662572,15,
4384,,Feature,Monkey,Council Bluffs,Iowa,-95.927475125,41.2253515094,16,https://farm2.staticflickr.com/1575/25020484634_d64c45f8cf_q.jpg
4385,,Feature,Tiger,Council Bluffs,Iowa,-95.9272964048,41.2269200242,17,https://farm8.staticflickr.com/7648/17022328792_ceb4ab818b_q.jpg
4386,,Feature,Gorilla,Council Bluffs,Iowa,-95.9264898571,41.2267991201,18,
4387,,Feature,Ring-Tailed Lemurs,Council Bluffs,Iowa,-95.9275557619,41.2254782323,19,
4388,,Feature,Lemur,Council Bluffs,Iowa,-95.9265961667,41.2261522965,20,
4389,,Feature,The Black Angel,Council Bluffs,Iowa,-95.848601,41.2677976112,21,
4390,,Feature,Utica station,Utica,New York,-75.2232805714,43.1041750959,1,http://mw2.google.com/mw-panoramio/photos/small/36135697.jpg
4391,,Feature,Proctor park 1,Utica,New York,-75.1953825,43.086803778,2,http://mw2.google.com/mw-panoramio/photos/small/92624378.jpg
4392,,Feature,Ames,Ames,Iowa,-93.6151622738,42.0248521209,1,http://mw2.google.com/mw-panoramio/photos/small/13131665.jpg
4393,,Feature,Campanile,Ames,Iowa,-93.646010854,42.0254418971,2,http://mw2.google.com/mw-panoramio/photos/small/45619478.jpg
4394,1.5-4 hours,Feature,Jack Trice Stadium,Ames,Iowa,-93.635196175,42.0144562442,3,http://mw2.google.com/mw-panoramio/photos/small/41660840.jpg
4395,2.5 hours,Feature,Reiman Gardens,Ames,Iowa,-93.6382254286,42.0115845738,4,http://mw2.google.com/mw-panoramio/photos/small/1644460.jpg
4396,,Feature,Canoe Races at VEISHEA,Ames,Iowa,-93.648177875,42.0258653949,5,
4397,,Feature,Laguna Lake,La Habra,California,-117.936247589,33.9082439785,1,http://mw2.google.com/mw-panoramio/photos/small/20130144.jpg
4398,1.5 hours,Feature,Moonlight Beach,Encinitas,California,-117.296921413,33.0477696,1,http://mw2.google.com/mw-panoramio/photos/small/71297534.jpg
4399,2.5 hours,Feature,San Diego Botanic Garden,Encinitas,California,-117.280653478,33.0529425571,2,http://mw2.google.com/mw-panoramio/photos/small/86247562.jpg
4400,,Feature,Swamis,Encinitas,California,-117.2922311,33.0346565002,3,
4401,,Feature,Encinitas,Encinitas,California,-117.305700994,33.0662106372,4,http://mw2.google.com/mw-panoramio/photos/small/55099232.jpg
4402,,Feature,D Street,Encinitas,California,-117.296455762,33.045717072,5,http://mw2.google.com/mw-panoramio/photos/small/33043048.jpg
4403,,Feature,Swami's Beach,Encinitas,California,-117.294152,33.035503801,6,http://mw2.google.com/mw-panoramio/photos/small/77370651.jpg
4404,,Feature,Swami's Garden,Encinitas,California,-117.293585,33.0358050516,7,http://mw2.google.com/mw-panoramio/photos/small/67022366.jpg
4405,2 hours,Feature,National Corvette Museum,Bowling Green,Kentucky,-86.3744247667,37.0041609334,1,http://mw2.google.com/mw-panoramio/photos/small/78762307.jpg
4406,,Feature,Bowling Green Kentucky,Bowling Green,Kentucky,-86.4423289167,36.9932664464,2,http://mw2.google.com/mw-panoramio/photos/small/101107987.jpg
4407,,Feature,Beech Bend,Bowling Green,Kentucky,-86.4006040952,37.0224564293,3,
4408,,Feature,Bowling Green Ballpark,Bowling Green,Kentucky,-86.4416011111,36.996568579,4,http://mw2.google.com/mw-panoramio/photos/small/44436573.jpg
4409,,Feature,Greenville,Greenville,South Carolina,-82.4012483809,34.8461690051,1,http://mw2.google.com/mw-panoramio/photos/small/42285037.jpg
4410,2 hours,Feature,Falls Park,Greenville,South Carolina,-82.4011834862,34.8446486345,2,http://mw2.google.com/mw-panoramio/photos/small/13564018.jpg
4411,,Feature,Liberty Bridge,Greenville,South Carolina,-82.4010818737,34.8445834928,3,http://mw2.google.com/mw-panoramio/photos/small/469551.jpg
4412,1.5 hours,Feature,Reedy River Falls,Greenville,South Carolina,-82.4010682173,34.8446702811,4,http://mw2.google.com/mw-panoramio/photos/small/7449803.jpg
4413,,Feature,Downtown Greenville,Greenville,South Carolina,-82.4016442864,34.8460324013,5,http://mw2.google.com/mw-panoramio/photos/small/52285542.jpg
4414,,Feature,Gardens,Greenville,South Carolina,-82.4013206091,34.8442564608,6,http://mw2.google.com/mw-panoramio/photos/small/33535791.jpg
4415,,Feature,Peace Center,Greenville,South Carolina,-82.40088785,34.8473942002,7,http://mw2.google.com/mw-panoramio/photos/small/4560475.jpg
4416,,Feature,Wyche Pavilion,Greenville,South Carolina,-82.4017042857,34.8466061448,8,https://farm1.staticflickr.com/396/19731896905_0069e382b6_q.jpg
4417,,Feature,River Place,Greenville,South Carolina,-82.40226106,34.8464464408,9,http://mw2.google.com/mw-panoramio/photos/small/32844284.jpg
4418,,Feature,Bob Jones University,Greenville,South Carolina,-82.36418175,34.8750917975,10,http://mw2.google.com/mw-panoramio/photos/small/21672487.jpg
4419,,Feature,Fall For Greenville,Greenville,South Carolina,-82.3995787778,34.8491976204,11,https://farm7.staticflickr.com/6152/6247154703_6dfbc95063_q.jpg
4420,1.5 hours,Feature,Greenville Zoo,Greenville,South Carolina,-82.3873423125,34.8469918133,12,http://mw2.google.com/mw-panoramio/photos/small/37788546.jpg
4421,,Feature,Christ Church Cemetery,Greenville,South Carolina,-82.3939591111,34.850342113,13,
4422,,Feature,Artisphere,Greenville,South Carolina,-82.4016401667,34.845774168,14,http://mw2.google.com/mw-panoramio/photos/small/52729962.jpg
4423,,Feature,Ruby-crowned Kinglet,Cedar Park,Texas,-97.7749697833,30.4666656858,1,
4424,,Feature,Red-shouldered Hawk,Cedar Park,Texas,-97.7746331875,30.4662982548,2,
4425,,Feature,Moro Rock,Tulare,California,-118.765161606,36.5444111074,1,http://mw2.google.com/mw-panoramio/photos/small/17624340.jpg
4426,,Feature,General Sherman,Tulare,California,-118.75128598,36.581697282,2,http://mw2.google.com/mw-panoramio/photos/small/11969388.jpg
4427,,Feature,Lone Pine,Tulare,California,-118.062855461,36.6046103372,3,http://mw2.google.com/mw-panoramio/photos/small/94486137.jpg
4428,,Feature,Mobius Arch,Tulare,California,-118.12577541,36.613547139,4,http://mw2.google.com/mw-panoramio/photos/small/55437330.jpg
4429,45 min,Feature,Manzanar,Tulare,California,-118.162742514,36.725366625,5,http://mw2.google.com/mw-panoramio/photos/small/65977264.jpg
4430,,Feature,Guitar Lake,Tulare,California,-118.312915293,36.5712756807,6,http://mw2.google.com/mw-panoramio/photos/small/44294905.jpg
4431,,Feature,Lone Pine Lake,Tulare,California,-118.248883689,36.5761188215,7,http://mw2.google.com/mw-panoramio/photos/small/60490261.jpg
4432,,Feature,Crescent Meadow,Tulare,California,-118.748344042,36.5546848842,8,http://mw2.google.com/mw-panoramio/photos/small/40016899.jpg
4433,,Feature,General Grant Tree,Tulare,California,-118.971252557,36.7480051368,9,http://mw2.google.com/mw-panoramio/photos/small/77473352.jpg
4434,,Feature,Wuksachi Lodge,Tulare,California,-118.75248058,36.6095988405,10,http://mw2.google.com/mw-panoramio/photos/small/56057422.jpg
4435,,Feature,Alabama Hills,Tulare,California,-118.099020754,36.5965822198,11,http://mw2.google.com/mw-panoramio/photos/small/108070075.jpg
4436,,Feature,Whitney Portal,Tulare,California,-118.241352458,36.5858554611,12,http://mw2.google.com/mw-panoramio/photos/small/11300727.jpg
4437,,Feature,Tokopah Falls,Tulare,California,-118.69458008,36.6114110236,13,http://mw2.google.com/mw-panoramio/photos/small/61438778.jpg
4438,,Feature,Mirror Lake,Tulare,California,-118.262781035,36.5697518119,14,http://mw2.google.com/mw-panoramio/photos/small/29102037.jpg
4439,,Feature,Lathe Arch,Tulare,California,-118.125836727,36.6134366365,15,http://mw2.google.com/mw-panoramio/photos/small/16620251.jpg
4440,,Feature,Hamilton Lake,Tulare,California,-118.578541375,36.5637688747,16,http://mw2.google.com/mw-panoramio/photos/small/92821420.jpg
4441,,Feature,Mt. Whitney summit,Tulare,California,-118.292041075,36.578615075,17,http://mw2.google.com/mw-panoramio/photos/small/75469230.jpg
4442,15 min,Feature,Tunnel Rock,Tulare,California,-118.81232898,36.5020129201,18,http://mw2.google.com/mw-panoramio/photos/small/2945448.jpg
4443,15 min to 1.5 hr,Feature,Crystal Cave,Tulare,California,-118.8259007,36.5895226005,19,http://mw2.google.com/mw-panoramio/photos/small/1110692.jpg
4444,,Feature,Bighorn Plateau,Tulare,California,-118.380885407,36.6188192344,20,http://mw2.google.com/mw-panoramio/photos/small/54035820.jpg
4445,,Feature,Heather Lake,Tulare,California,-118.688228167,36.60159039,21,http://mw2.google.com/mw-panoramio/photos/small/13072279.jpg
4446,,Feature,Wheaton Village,Vineland,New Jersey,-75.0206155688,39.4107330776,1,http://mw2.google.com/mw-panoramio/photos/small/57915264.jpg
4447,,Feature,Vigo County Courthouse,Terre Haute,Indiana,-87.4141947,39.4654463218,1,http://mw2.google.com/mw-panoramio/photos/small/78892816.jpg
4448,1.5 hours,Feature,Fairbanks Park,Terre Haute,Indiana,-87.4185940667,39.4596500179,2,http://mw2.google.com/mw-panoramio/photos/small/84827749.jpg
4449,,Feature,Hawthorn Park,Terre Haute,Indiana,-87.3247154074,39.4884499175,3,http://mw2.google.com/mw-panoramio/photos/small/82690734.jpg
4450,,Feature,The Ancient Spanish Monastery,North Miami,Florida,-80.1546270503,25.9296364594,1,http://mw2.google.com/mw-panoramio/photos/small/60132089.jpg
4451,2 hours,Feature,Oleta River State Park,North Miami,Florida,-80.1329627692,25.9085386975,2,http://mw2.google.com/mw-panoramio/photos/small/86936968.jpg
4452,15 min,Feature,Krispy Kreme,North Miami,Florida,-80.1885303333,25.928288,3,
4453,,Feature,Wood National Cemetery,West Allis,Wisconsin,-87.9807705278,43.0281101182,1,http://mw2.google.com/mw-panoramio/photos/small/93436158.jpg
4454,,Feature,American Science & Surplus,West Allis,Wisconsin,-87.9989739643,42.9880004645,2,
4455,,Feature,Greenfield Park,West Allis,Wisconsin,-88.0625041515,43.0084823061,3,http://mw2.google.com/mw-panoramio/photos/small/61803323.jpg
4456,30 min,Feature,Castle Craig,Meriden,Connecticut,-72.8354907441,41.5566674244,1,http://mw2.google.com/mw-panoramio/photos/small/50273242.jpg
4457,,Feature,Hubbard Park,Meriden,Connecticut,-72.834035459,41.5489918257,2,http://mw2.google.com/mw-panoramio/photos/small/76746450.jpg
4458,,Feature,1 Infinite Loop,Cupertino,California,-122.030732873,37.331710779,1,http://mw2.google.com/mw-panoramio/photos/small/1181732.jpg
4459,,Feature,Apple HQ,Cupertino,California,-122.03071091,37.3316513168,2,http://mw2.google.com/mw-panoramio/photos/small/101327979.jpg
4460,,Feature,The Company Store,Cupertino,California,-122.03063468,37.3315908201,3,http://mw2.google.com/mw-panoramio/photos/small/106607062.jpg
4461,,Feature,Stevens Creek Reservoir,Cupertino,California,-122.07917494,37.2967454695,4,http://mw2.google.com/mw-panoramio/photos/small/12421996.jpg
4462,,Feature,Hunter's Point,Cupertino,California,-122.058475033,37.2932364409,5,http://mw2.google.com/mw-panoramio/photos/small/57836887.jpg
4463,,Feature,Apple Campus,Cupertino,California,-122.030684246,37.3317048257,6,http://mw2.google.com/mw-panoramio/photos/small/55917274.jpg
4464,,Feature,Apple Inc.,Cupertino,California,-122.0307165,37.3315785911,7,http://mw2.google.com/mw-panoramio/photos/small/47494453.jpg
4465,,Feature,The mothership,Cupertino,California,-122.030651444,37.331586889,8,
4466,,Feature,Apple headquarter,Cupertino,California,-122.030693381,37.3318109052,9,http://mw2.google.com/mw-panoramio/photos/small/11916570.jpg
4467,45 min to 2 hr,Feature,Alexander's Steakhouse,Cupertino,California,-122.014054571,37.3279797621,10,https://farm6.staticflickr.com/5503/9441851530_0f4638097f_q.jpg
4468,,Feature,Mary Avenue Bridge,Cupertino,California,-122.050656667,37.3329898336,11,http://mw2.google.com/mw-panoramio/photos/small/108410257.jpg
4469,,Feature,Maisie's Peak,Cupertino,California,-122.066176656,37.2845293667,12,http://mw2.google.com/mw-panoramio/photos/small/6750698.jpg
4470,,Feature,Fremont Older Open Space Preserve,Cupertino,California,-122.058847118,37.2905015067,13,http://mw2.google.com/mw-panoramio/photos/small/47649537.jpg
4471,15 min to 1.5 hr,Feature,Curry House,Cupertino,California,-122.032099222,37.3179736667,14,
4472,,Feature,Cupertino Memorial Park,Cupertino,California,-122.044650594,37.3248220965,15,http://mw2.google.com/mw-panoramio/photos/small/74400269.jpg
4473,2.5 hours,Feature,Crystal Bridges,Rogers,Arkansas,-94.2033206648,36.3820426446,1,http://mw2.google.com/mw-panoramio/photos/small/80888074.jpg
4474,,Feature,Bentonville,Rogers,Arkansas,-94.208560625,36.3731609613,2,http://mw2.google.com/mw-panoramio/photos/small/71432188.jpg
4475,,Feature,Bentonville Square,Rogers,Arkansas,-94.2085264444,36.3726507431,3,http://mw2.google.com/mw-panoramio/photos/small/91216320.jpg
4476,,Feature,Walton's 5-10,Rogers,Arkansas,-94.2088584125,36.3726529375,4,http://mw2.google.com/mw-panoramio/photos/small/74311558.jpg
4477,,Feature,Downtown Bentonville,Rogers,Arkansas,-94.2085945313,36.3726286256,5,http://mw2.google.com/mw-panoramio/photos/small/74312695.jpg
4478,,Feature,Bentonville City Hall,Rogers,Arkansas,-94.2097757143,36.3723853929,6,http://mw2.google.com/mw-panoramio/photos/small/53468686.jpg
4479,,Feature,Compton Gardens,Rogers,Arkansas,-94.2079535929,36.3767014331,7,http://mw2.google.com/mw-panoramio/photos/small/73524716.jpg
4480,,Feature,Ford House,St. Clair Shores,Michigan,-82.8688533452,42.4539634883,1,http://mw2.google.com/mw-panoramio/photos/small/39775174.jpg
4481,,Feature,Memorial Park,St. Clair Shores,Michigan,-82.8715794815,42.5270432977,2,http://mw2.google.com/mw-panoramio/photos/small/32389147.jpg
4482,,Feature,Pontiac,Pontiac,Michigan,-83.2917777,42.6377038664,1,http://mw2.google.com/mw-panoramio/photos/small/99004491.jpg
4483,1 hour,Feature,Chula Vista Nature Center,National City,California,-117.110518364,32.6403176229,1,http://mw2.google.com/mw-panoramio/photos/small/48783364.jpg
4484,,Feature,UNC,Chapel Hill,North Carolina,-79.0504350127,35.910972714,1,http://mw2.google.com/mw-panoramio/photos/small/36535261.jpg
4485,,Feature,Old Well,Chapel Hill,North Carolina,-79.0512433944,35.9120916667,2,http://mw2.google.com/mw-panoramio/photos/small/8781657.jpg
4486,,Feature,Kenan Stadium,Chapel Hill,North Carolina,-79.0477364074,35.9070203539,3,http://mw2.google.com/mw-panoramio/photos/small/6524452.jpg
4487,,Feature,Carrboro,Chapel Hill,North Carolina,-79.0729208037,35.9107245156,4,http://mw2.google.com/mw-panoramio/photos/small/101216436.jpg
4488,,Feature,Bell Tower,Chapel Hill,North Carolina,-79.0489786071,35.9087226791,5,http://mw2.google.com/mw-panoramio/photos/small/38997158.jpg
4489,,Feature,Franklin Street,Chapel Hill,North Carolina,-79.0536190182,35.9136192036,6,http://mw2.google.com/mw-panoramio/photos/small/12758170.jpg
4490,,Feature,South Building,Chapel Hill,North Carolina,-79.0509442,35.9117640003,7,http://mw2.google.com/mw-panoramio/photos/small/8781501.jpg
4491,2.5 hours,Feature,Morehead Planetarium,Chapel Hill,North Carolina,-79.0512092593,35.9138856307,8,http://mw2.google.com/mw-panoramio/photos/small/36358179.jpg
4492,,Feature,Wilson Library,Chapel Hill,North Carolina,-79.0498221111,35.9096615556,9,http://mw2.google.com/mw-panoramio/photos/small/8781547.jpg
4493,,Feature,Arboretum,Chapel Hill,North Carolina,-79.0488920667,35.9135774668,10,http://mw2.google.com/mw-panoramio/photos/small/33590349.jpg
4494,,Feature,Weaver Street Market,Chapel Hill,North Carolina,-79.0718120625,35.910985563,11,http://mw2.google.com/mw-panoramio/photos/small/23688462.jpg
4495,45 min to 1.5 hr,Feature,The Pit,Chapel Hill,North Carolina,-79.0484535417,35.910416792,12,https://farm4.staticflickr.com/3558/3451180291_6e1a359d84_q.jpg
4496,,Feature,Local 506,Chapel Hill,North Carolina,-79.063779,35.9101955715,13,
4497,,Feature,Cat's Cradle,Chapel Hill,North Carolina,-79.0689645714,35.9101461429,14,
4498,,Feature,Forest Theatre,Chapel Hill,North Carolina,-79.0447480667,35.9135967501,15,
4499,,Feature,LEGO-palooza,Chapel Hill,North Carolina,-79.0508551111,35.9142014452,16,
4500,,Feature,Downtown Chapel Hill,Chapel Hill,North Carolina,-79.0559590952,35.9139590494,17,
4501,,Feature,Downtown Casper,Casper,Wyoming,-106.324874958,42.8491312567,1,http://mw2.google.com/mw-panoramio/photos/small/106043058.jpg
4502,,Feature,Fort Caspar,Casper,Wyoming,-106.370959778,42.8366293678,2,http://mw2.google.com/mw-panoramio/photos/small/7830137.jpg
4503,1.5 hours,Feature,Waneka Lake,Broomfield,Colorado,-105.111532476,39.9951456598,1,http://mw2.google.com/mw-panoramio/photos/small/24918907.jpg
4504,,Feature,Porsche 911 (930) Turbo,Broomfield,Colorado,-105.133066333,40.0138875836,2,
4505,,Feature,Jordan River Temple,South Jordan,Utah,-111.9304545,40.5661392002,1,http://mw2.google.com/mw-panoramio/photos/small/63330326.jpg
4506,,Feature,Oquirrh Mountain Temple,South Jordan,Utah,-111.98692795,40.5511039501,2,http://mw2.google.com/mw-panoramio/photos/small/59560319.jpg
4507,1 hour,Feature,Giant Springs,Great Falls,Montana,-111.2299775,47.5344491819,1,http://mw2.google.com/mw-panoramio/photos/small/76176797.jpg
4508,,Feature,Black Eagle Falls,Great Falls,Montana,-111.25859725,47.5195289393,2,http://mw2.google.com/mw-panoramio/photos/small/73124114.jpg
4509,,Feature,Chicago,Great Falls,Montana,-111.309119417,47.507382389,3,http://mw2.google.com/mw-panoramio/photos/small/85476059.jpg
4510,,Feature,Lancaster,Lancaster,Pennsylvania,-76.3052399931,40.0393829164,1,http://mw2.google.com/mw-panoramio/photos/small/97398562.jpg
4511,20 min to 1 hr,Feature,Lancaster Central Market,Lancaster,Pennsylvania,-76.3064369444,40.0381920001,2,http://mw2.google.com/mw-panoramio/photos/small/10079910.jpg
4512,,Feature,Downtown Lancaster,Lancaster,Pennsylvania,-76.3049807604,40.0393933765,3,http://mw2.google.com/mw-panoramio/photos/small/90634011.jpg
4513,,Feature,Lancaster PA,Lancaster,Pennsylvania,-76.3071046389,40.0391761362,4,http://mw2.google.com/mw-panoramio/photos/small/50800521.jpg
4514,,Feature,Lancaster Barnstormers,Lancaster,Pennsylvania,-76.3105160833,40.0486072917,5,
4515,,Feature,Lancaster Cemetery,Lancaster,Pennsylvania,-76.3014103056,40.0454886978,6,http://mw2.google.com/mw-panoramio/photos/small/89954943.jpg
4516,45 min to 2 hr,Feature,Snook Haven,North Port,Florida,-82.3340752222,27.1005876668,1,http://mw2.google.com/mw-panoramio/photos/small/36475080.jpg
4517,,Feature,The Big Chicken,Marietta,Georgia,-84.5203730333,33.9513177601,1,http://mw2.google.com/mw-panoramio/photos/small/46142496.jpg
4518,,Feature,Kennesaw Mountain,Marietta,Georgia,-84.5791844861,33.9763660834,2,http://mw2.google.com/mw-panoramio/photos/small/31687858.jpg
4519,,Feature,Marietta Square,Marietta,Georgia,-84.5496321528,33.9527492778,3,http://mw2.google.com/mw-panoramio/photos/small/3323662.jpg
4520,,Feature,Marietta Diner,Marietta,Georgia,-84.5178854833,33.9447916335,4,http://mw2.google.com/mw-panoramio/photos/small/32491276.jpg
4521,,Feature,Marietta National Cemetery,Marietta,Georgia,-84.540722544,33.9512910161,5,http://mw2.google.com/mw-panoramio/photos/small/84746358.jpg
4522,,Feature,China Camp,San Rafael,California,-122.461263528,38.0007568646,1,http://mw2.google.com/mw-panoramio/photos/small/552152.jpg
4523,,Feature,San Rafael,San Rafael,California,-122.527860205,37.9731573693,2,http://mw2.google.com/mw-panoramio/photos/small/49815684.jpg
4524,,Feature,Marin County Civic Center,San Rafael,California,-122.530285173,37.997640442,3,http://mw2.google.com/mw-panoramio/photos/small/55809052.jpg
4525,,Feature,Mission San Rafael Arcangel,San Rafael,California,-122.527989548,37.9744070595,4,http://mw2.google.com/mw-panoramio/photos/small/1046696.jpg
4526,,Feature,Phoenix Lake,San Rafael,California,-122.573899045,37.9532708308,5,http://mw2.google.com/mw-panoramio/photos/small/62277807.jpg
4527,,Feature,San Anselmo,San Rafael,California,-122.562452056,37.9755897264,6,http://mw2.google.com/mw-panoramio/photos/small/13752130.jpg
4528,,Feature,Fairfax,San Rafael,California,-122.588685,37.9870997779,7,https://farm1.staticflickr.com/26/102013984_709c4c7de6_q.jpg
4529,,Feature,Blood drive @terrapinxroads,San Rafael,California,-122.516511,37.9681345833,8,https://farm8.staticflickr.com/7414/9634570344_fae55dd5d9_q.jpg
4530,,Feature,Marin Art & Garden Center,San Rafael,California,-122.554713969,37.9631756569,9,http://mw2.google.com/mw-panoramio/photos/small/34901561.jpg
4531,,Feature,at Marin Brewing Co,San Rafael,California,-122.509769133,37.9476072678,10,
4532,2.5 hours,Feature,Detroit Zoo,Royal Oak,Michigan,-83.1503428521,42.4767318818,1,http://mw2.google.com/mw-panoramio/photos/small/14263996.jpg
