,google_time_spent_txt,type,name,city,state,coord0,coord1,poi_rank,img_url
1174,,Feature,Purple People Bridge,Cincinnati,Ohio,-84.4978589171,39.0982982574,5,http://mw2.google.com/mw-panoramio/photos/small/2252966.jpg
1175,3 hours,Feature,Cincinnati Zoo,Cincinnati,Ohio,-84.5085635134,39.1445124893,6,http://mw2.google.com/mw-panoramio/photos/small/32864001.jpg
1176,,Feature,Over-the-Rhine,Cincinnati,Ohio,-84.5151832565,39.10985229,7,http://mw2.google.com/mw-panoramio/photos/small/69788823.jpg
1177,,Feature,University of Cincinnati,Cincinnati,Ohio,-84.5173766155,39.1317014541,8,http://mw2.google.com/mw-panoramio/photos/small/46143309.jpg
1178,,Feature,Mount Adams,Cincinnati,Ohio,-84.4979845937,39.1077469367,9,http://mw2.google.com/mw-panoramio/photos/small/676237.jpg
1179,,Feature,Tyler Davidson Fountain,Cincinnati,Ohio,-84.5125190962,39.1015343848,10,http://mw2.google.com/mw-panoramio/photos/small/330097.jpg
1180,,Feature,Newport,Cincinnati,Ohio,-84.4973335467,39.0950905576,11,http://mw2.google.com/mw-panoramio/photos/small/101099380.jpg
1181,,Feature,Paul Brown Stadium,Cincinnati,Ohio,-84.51609215,39.0956845062,12,http://mw2.google.com/mw-panoramio/photos/small/57884361.jpg
1182,1-2.5 hours,Feature,Carew Tower,Cincinnati,Ohio,-84.5132836386,39.1007903804,13,http://mw2.google.com/mw-panoramio/photos/small/55286830.jpg
1183,2.5 hours,Feature,Newport Aquarium,Cincinnati,Ohio,-84.4973921128,39.0946851501,14,http://mw2.google.com/mw-panoramio/photos/small/75062251.jpg
1184,,Feature,Cincinnati,Cincinnati,Ohio,-84.5266056595,39.0823637171,15,http://mw2.google.com/mw-panoramio/photos/small/85701846.jpg
1185,,Feature,John A. Roebling Suspension Bridge,Cincinnati,Ohio,-84.509173,39.0910870801,16,http://mw2.google.com/mw-panoramio/photos/small/106036646.jpg
1186,,Feature,Great American Tower,Cincinnati,Ohio,-84.5072052125,39.0997199164,17,http://mw2.google.com/mw-panoramio/photos/small/55807510.jpg
1187,1.5 hours,Feature,Devou Park,Cincinnati,Ohio,-84.5264581765,39.082331971,18,http://mw2.google.com/mw-panoramio/photos/small/101745886.jpg
1188,1-3 hours,Feature,Newport on the Levee,Cincinnati,Ohio,-84.4969922831,39.0948522201,19,http://mw2.google.com/mw-panoramio/photos/small/55286822.jpg
1189,,Feature,Big Mac Bridge,Cincinnati,Ohio,-84.4944128889,39.0999028396,20,http://mw2.google.com/mw-panoramio/photos/small/62877778.jpg
1190,,Feature,Northside,Cincinnati,Ohio,-84.539028198,39.1614349204,21,https://farm4.staticflickr.com/3241/2836554687_e8fd2a46a1_q.jpg
1191,,Feature,Cathedral of St. Paul,St. Paul,Minnesota,-93.1091021072,44.9469681673,1,http://mw2.google.com/mw-panoramio/photos/small/31891650.jpg
1192,,Feature,Minnesota State Capitol,St. Paul,Minnesota,-93.1022395924,44.954973152,2,http://mw2.google.com/mw-panoramio/photos/small/29932136.jpg
1193,2 hours,Feature,Marjorie McNeely Conservatory,St. Paul,Minnesota,-93.1510601665,44.9816124097,3,http://mw2.google.com/mw-panoramio/photos/small/51701779.jpg
1194,,Feature,Landmark Center,St. Paul,Minnesota,-93.0970902549,44.9454126738,4,http://mw2.google.com/mw-panoramio/photos/small/18455726.jpg
1195,45 min,Feature,Harriet Island,St. Paul,Minnesota,-93.0962612681,44.938295269,5,http://mw2.google.com/mw-panoramio/photos/small/50265250.jpg
1196,,Feature,Fort Snelling,St. Paul,Minnesota,-93.1811295424,44.8926461631,6,http://mw2.google.com/mw-panoramio/photos/small/33597738.jpg
1197,,Feature,High Bridge,St. Paul,Minnesota,-93.103912525,44.9325301349,7,http://mw2.google.com/mw-panoramio/photos/small/72714453.jpg
1198,25 min to 1 hr,Feature,Mickey's Diner,St. Paul,Minnesota,-93.0981444,44.94742065,8,http://mw2.google.com/mw-panoramio/photos/small/39289091.jpg
1199,,Feature,Skyride,St. Paul,Minnesota,-93.1707130263,44.9816978252,9,https://farm8.staticflickr.com/7437/9593223257_89624a7392_q.jpg
1200,1.5 hours,Feature,Rice Park,St. Paul,Minnesota,-93.0971131316,44.9447922676,10,http://mw2.google.com/mw-panoramio/photos/small/68738621.jpg
1201,,Feature,Robert Street Bridge,St. Paul,Minnesota,-93.0871426222,44.9440730888,11,http://mw2.google.com/mw-panoramio/photos/small/38800619.jpg
1202,,Feature,Lock and Dam #1,St. Paul,Minnesota,-93.2022998516,44.9153205619,12,http://mw2.google.com/mw-panoramio/photos/small/54390793.jpg
1203,,Feature,Flamingo,St. Paul,Minnesota,-93.1528700312,44.9820101259,13,
1204,3.5 hours,Feature,Science Museum of Minnesota,St. Paul,Minnesota,-93.0985875156,44.9425485627,14,http://mw2.google.com/mw-panoramio/photos/small/16100450.jpg
1205,,Feature,St. Paul,St. Paul,Minnesota,-93.0672033312,44.949052674,15,http://mw2.google.com/mw-panoramio/photos/small/55902688.jpg
1206,2 hours,Feature,Como Zoo,St. Paul,Minnesota,-93.1528401667,44.9818395876,16,http://mw2.google.com/mw-panoramio/photos/small/10641309.jpg
1207,1.5 hours,Feature,James J. Hill House,St. Paul,Minnesota,-93.1090761036,44.9452591217,17,http://mw2.google.com/mw-panoramio/photos/small/3792219.jpg
1208,,Feature,Gorilla,St. Paul,Minnesota,-93.1530766786,44.9817232901,18,https://farm2.staticflickr.com/1294/4701859524_6761550386_q.jpg
1209,,Feature,Wabasha Bridge,St. Paul,Minnesota,-93.0911881184,44.9422683691,19,http://mw2.google.com/mw-panoramio/photos/small/31024682.jpg
1210,,Feature,Union Depot,St. Paul,Minnesota,-93.0870306786,44.948091393,20,http://mw2.google.com/mw-panoramio/photos/small/16835578.jpg
1211,,Feature,Zebra,St. Paul,Minnesota,-93.1532323846,44.9820955416,21,
1212,2.5 hours,Feature,Toledo Museum of Art,Toledo,Ohio,-83.5590353067,41.6585463782,1,http://mw2.google.com/mw-panoramio/photos/small/250568.jpg
1213,45 min,Feature,Toledo Zoo,Toledo,Ohio,-83.5809376818,41.6197773864,2,http://mw2.google.com/mw-panoramio/photos/small/91936669.jpg
1214,,Feature,Lucas County Courthouse,Toledo,Ohio,-83.5373140727,41.6547430828,3,http://mw2.google.com/mw-panoramio/photos/small/50596368.jpg
1215,,Feature,Downtown Toledo,Toledo,Ohio,-83.5343185333,41.6494236252,4,http://mw2.google.com/mw-panoramio/photos/small/52686267.jpg
1216,,Feature,Fifth Third Field,Toledo,Ohio,-83.5392752667,41.6483782228,5,http://mw2.google.com/mw-panoramio/photos/small/45194418.jpg
1217,1.5 hours,Feature,Toledo Botanical Garden,Toledo,Ohio,-83.6726024875,41.6673748387,6,http://mw2.google.com/mw-panoramio/photos/small/32930467.jpg
1218,,Feature,Anthony Wayne Bridge,Toledo,Ohio,-83.533909125,41.6411985008,7,http://mw2.google.com/mw-panoramio/photos/small/22489857.jpg
1219,,Feature,Glass Pavilion,Toledo,Ohio,-83.55811275,41.659697,8,
1220,3 hours,Feature,Imagination Station,Toledo,Ohio,-83.5317813704,41.651566371,9,
1221,,Feature,Toledo MudHens,Toledo,Ohio,-83.5386473333,41.6482986667,10,
1222,2 hours,Feature,National Museum of the Great Lakes,Toledo,Ohio,-83.5151533333,41.6565736668,11,
1223,,Feature,Cedrus deodora,Greensboro,North Carolina,-79.8071305909,36.0682849545,1,http://mw2.google.com/mw-panoramio/photos/small/48286163.jpg
1224,,Feature,UNCG,Greensboro,North Carolina,-79.809182,36.0677776864,2,http://mw2.google.com/mw-panoramio/photos/small/98908214.jpg
1225,1.5 hours,Feature,Center City Park,Greensboro,North Carolina,-79.7895372146,36.0739040106,3,http://mw2.google.com/mw-panoramio/photos/small/22428843.jpg
1226,2.5 hours,Feature,Greensboro Historical Museum,Greensboro,North Carolina,-79.7877344571,36.0751663485,4,http://mw2.google.com/mw-panoramio/photos/small/75874756.jpg
1227,,Feature,Greensboro NC,Greensboro,North Carolina,-79.7915589714,36.0730196502,5,http://mw2.google.com/mw-panoramio/photos/small/3512321.jpg
1228,,Feature,Guilford Courthouse National Military Park,Greensboro,North Carolina,-79.84538152,36.1326291813,6,https://farm9.staticflickr.com/8196/8105575025_7919ccc0aa_q.jpg
1229,,Feature,Greensboro Grasshoppers,Greensboro,North Carolina,-79.7947692857,36.0763460374,7,https://farm6.staticflickr.com/5445/7075392257_ff953d864a_q.jpg
1230,,Feature,Cathedral Basilica of the Sacred Heart,Newark,New Jersey,-74.17862954,40.7544547605,1,http://mw2.google.com/mw-panoramio/photos/small/19208176.jpg
1231,,Feature,Prudential Center,Newark,New Jersey,-74.1704312708,40.7337359132,2,http://mw2.google.com/mw-panoramio/photos/small/31455135.jpg
1232,,Feature,Newark Penn Station,Newark,New Jersey,-74.1643493684,40.7342864212,3,http://mw2.google.com/mw-panoramio/photos/small/59736371.jpg
1233,,Feature,Branch Brook Park,Newark,New Jersey,-74.1829403524,40.755832351,4,http://mw2.google.com/mw-panoramio/photos/small/68949272.jpg
1234,,Feature,Red Bull Arena,Newark,New Jersey,-74.1503295729,40.7370434495,5,http://mw2.google.com/mw-panoramio/photos/small/27416225.jpg
1235,,Feature,NJPAC,Newark,New Jersey,-74.16742095,40.7399268171,6,http://mw2.google.com/mw-panoramio/photos/small/40392819.jpg
1236,,Feature,Downtown Newark,Newark,New Jersey,-74.1702707821,40.7373277629,7,http://mw2.google.com/mw-panoramio/photos/small/33001496.jpg
1237,,Feature,Arlington Diner,Newark,New Jersey,-74.1463775926,40.7861081823,8,http://mw2.google.com/mw-panoramio/photos/small/61877539.jpg
1238,,Feature,Thierry Henry,Newark,New Jersey,-74.1499745625,40.7372106277,9,
1239,,Feature,Devils,Newark,New Jersey,-74.171189625,40.7338580009,10,http://mw2.google.com/mw-panoramio/photos/small/62734616.jpg
1240,,Feature,Newark NJ,Newark,New Jersey,-74.167690675,40.7354859622,11,http://mw2.google.com/mw-panoramio/photos/small/36933998.jpg
1241,,Feature,Newark Light Rail,Newark,New Jersey,-74.1714735554,40.7473000145,12,http://mw2.google.com/mw-panoramio/photos/small/69674257.jpg
1242,,Feature,Tops Diner,Newark,New Jersey,-74.16410005,40.7504367501,13,http://mw2.google.com/mw-panoramio/photos/small/49473592.jpg
1243,,Feature,Pizzaland,Newark,New Jersey,-74.1380173056,40.7815938056,14,http://mw2.google.com/mw-panoramio/photos/small/93619103.jpg
1244,,Feature,Newark City Hall,Newark,New Jersey,-74.1741416667,40.7319528343,15,http://mw2.google.com/mw-panoramio/photos/small/83448117.jpg
1245,,Feature,Newark,Newark,New Jersey,-74.1787671,40.7541098056,16,http://mw2.google.com/mw-panoramio/photos/small/40672635.jpg
1246,,Feature,Ferry Street,Newark,New Jersey,-74.1584640424,40.7295008611,17,http://mw2.google.com/mw-panoramio/photos/small/57202894.jpg
1247,3 hours,Feature,Newark Museum,Newark,New Jersey,-74.1717535185,40.7427279557,18,http://mw2.google.com/mw-panoramio/photos/small/36951.jpg
1248,2.5 hours,Feature,Thomas Edison National Historical Park,Newark,New Jersey,-74.234005875,40.7839624932,19,http://mw2.google.com/mw-panoramio/photos/small/39291387.jpg
1249,,Feature,Newark Broad Street Station,Newark,New Jersey,-74.1714319167,40.7473240753,20,http://mw2.google.com/mw-panoramio/photos/small/108601792.jpg
1250,,Feature,Kearny Marsh,Newark,New Jersey,-74.13439,40.7639166991,21,http://mw2.google.com/mw-panoramio/photos/small/70590701.jpg
1251,,Feature,Legacy,Plano,Texas,-96.8212927,33.0764209528,1,http://mw2.google.com/mw-panoramio/photos/small/29525554.jpg
1252,,Feature,Celebration Park,Plano,Texas,-96.6243453333,33.1075871083,2,http://mw2.google.com/mw-panoramio/photos/small/84588843.jpg
1253,1.5 hours,Feature,Arbor Hills Nature Preserve,Plano,Texas,-96.8511614583,33.0481075459,3,http://mw2.google.com/mw-panoramio/photos/small/106484216.jpg
1254,1.5 hours,Feature,Bob Woodruff Park,Plano,Texas,-96.6599512444,33.0323748336,4,http://mw2.google.com/mw-panoramio/photos/small/55525300.jpg
1255,,Feature,Hoblitzelle Park,Plano,Texas,-96.7179452544,33.0774605739,5,http://mw2.google.com/mw-panoramio/photos/small/97563577.jpg
1256,,Feature,Chitos Restaurant,Plano,Texas,-96.698996,33.0683176669,6,https://farm4.staticflickr.com/3526/4083830335_3d84dc172e_q.jpg
1257,,Feature,Allen Eagles Stadium,Plano,Texas,-96.6577939722,33.1149506418,7,http://mw2.google.com/mw-panoramio/photos/small/84588094.jpg
1258,1.5 hours,Feature,Central Park,Plano,Texas,-96.8170066667,33.1040489447,8,http://mw2.google.com/mw-panoramio/photos/small/88496804.jpg
1259,,Feature,Caesars Palace,Henderson,Nevada,-115.173736597,36.11666672,1,http://mw2.google.com/mw-panoramio/photos/small/3538765.jpg
1260,,Feature,New York New York,Henderson,Nevada,-115.173354896,36.101530501,2,http://mw2.google.com/mw-panoramio/photos/small/16728937.jpg
1261,,Feature,Bellagio,Henderson,Nevada,-115.173310555,36.1122956278,3,http://mw2.google.com/mw-panoramio/photos/small/40030958.jpg
1262,,Feature,The Venetian,Henderson,Nevada,-115.170687516,36.1222841062,4,http://mw2.google.com/mw-panoramio/photos/small/59405197.jpg
1263,,Feature,The Strip,Henderson,Nevada,-115.172691604,36.1099580255,5,http://mw2.google.com/mw-panoramio/photos/small/28370422.jpg
